Date,name politician,nationality/Country,EU party,gender,parl gov id ,left/right,national party (z.B. CDU),Opposition/Regierung,mp (z.B. german mp),mep,entry national parliament (date),exit national parliament (date),entry european parliament (date),exit european parliament (date),government leader (Regierungschef),party leader EU (parliamentary leader),Spitzenkandidat 2019,wikidataid (bei Angela Merkel zB: Q567) ,comment
17/01/2019,Valdemar Tomaševski,Lithuania,,male,28,Centre-right to right-wing,LLRA ,0.750,,,01/01/1999,,,,,LLRA ,,,
17/01/2019,Xavier Bettel ,Luxembourg,,male,967,Centre to centre-right,DP,1.000,,,04/12/2013,,,,DP,,,,
17/01/2019,Etienne Schneider,Luxembourg,,male,701,Centre-left,LSAP,1.000,,,01/02/2012,04/02/2020,,,,,,,
17/01/2019,Jean Asselborn,Luxembourg,,male,701,Centre-left,LSAP,1.000,,,04/12/2013,,,,,,,,
17/01/2019,Félix Braz,Luxembourg,,male,310,Centre-left,DG,1.000,,,05/12/2018,11/10/2019,,,,,,,
17/01/2019,Nicolas Schmit,Luxembourg,,male,701,Centre-left,LSAP,1.000,,,,,01/12/2019,,,,,,
17/01/2019,Romain Schneider,Luxembourg,,male,701,Centre-left,LSAP,1.000,,,05/12/2018,,,,,,,,
17/01/2019,François Bausch,Luxembourg,,male,310,Centre-left,DG,1.000,,,11/10/2019,,,,,,,,
17/01/2019,Marc Hansen,Luxembourg,,male,967,Centre to centre-right,DP,1.000,,,05/12/2018,,,,,,,,
17/01/2019,Pierre Gramegna,Luxembourg,,male,967,Centre to centre-right,DP,1.000,,,04/12/2013,,,,,,,,
17/01/2019,Claude Meisch,Luxembourg,,female,967,Centre to centre-right,DP,1.000,,,04/12/2013,,,,,,,,
17/01/2019,Corinne Cahen,Luxembourg,,female,967,Centre to centre-right,DP,1.000,,,28/11/2015,,,,,DP (28.11.2015),,,
17/01/2019,Carole Dieschbourg,Luxembourg,,female,310,Centre-left,DG,1.000,,,04/12/2013,,,,,,,,
17/01/2019,Claude Turmes,Luxembourg,,female,310,Centre-left,DG,1.000,,,05/12/2018,,,,,,,,
17/01/2019,Dan Kersch,Luxembourg,,male,701,Centre-left,LSAP,1.000,,,04/02/2020,,,,,,,,
17/01/2019,Taina Bofferding,Luxembourg,,female,701,Centre-left,LSAP,1.000,,,05/12/2018,,,,,,,,
17/01/2019,Sam Tanson,Luxembourg,,female,310,Centre-left,DG,1.000,,,06/09/2019,,,,,,,,
17/01/2019,Paulette Lenert,Luxembourg,,female,701,Centre-left,LSAP,1.000,,,04/02/2020,,,,,,,,
17/01/2019,Lex Delles,Luxembourg,,male,967,Centre to centre-right,DP,1.000,,,05/12/2018,,,,,,,,
27/11/2020,Henri Kox,Luxembourg,,male,310,Centre-left,DG,1.000,,,11/10/2019,,,,,,,,
27/11/2020,Franz Fayot,Luxembourg,,male,701,Centre-left,LSAP,1.000,,,04/02/2020,,,,,,,,
27/11/2020,Frank Engel,Luxembourg,,male,1234,Centre to centre-right,CSV,0.000,,,26/01/2019,,,,,,,,
17/01/2019,Marc Spautz,Luxembourg,,male,1234,Centre to centre-right,CSV,0.000,,,08/02/2014,05/01/2019,,,,CSV,,,
17/01/2019,Christian Kmiotek,Luxembourg,,male,310,Centre-left,DG,1.000,,,20/10/2013,,,,,DG,,,
27/11/2020,Yves Cruchten,Luxembourg,,male,701,Centre-left,LSAP,1.000,,,08/03/2020,,,,,LSAP,,,
17/01/2019,Jean Schoos,Luxembourg,,male,1582,Right-wing to far-right,ADR,0.000,,,,,,,,ADR,,,
17/01/2019,Claude Haagen,Luxembourg,,male,701,Centre-left,LSAP,1.000,,,30/03/2014,22/01/2019,,,,LSAP,,,
17/01/2019,Joseph Muscat,Malta,,male,1003,Centre-left,Labour,1.000,,,11/03/2013,13/01/2020,,,Labour,Labour,,,
17/01/2019,Chris Fearne,Malta,,male,1003,Centre-left,Labour,1.000,,,17/07/2017,,,,,,,,
17/01/2019,Christian Cardona,Malta,,male,1003,Centre-left,Labour,1.000,,,11/03/2013,15/01/2020,,,,,,,
17/01/2019,Evarist Bartolo,Malta,,male,1003,Centre-left,Labour,1.000,,,15/01/2020,,,,,,,,
17/01/2019,Jose Herrera ,Malta,,male,1003,Centre-left,Labour,1.000,,,09/06/2017,,,,,,,,
17/01/2019,Michael Falzon,Malta,,male,1003,Centre-left,Labour,1.000,,,09/06/2017,,,,,Labour (2003 - 13.06.2008),,,
17/01/2019,Edward Scicluna,Malta,,male,1003,Centre-left,Labour,1.000,,,13/03/2013,,,,,,,,
17/01/2019,Carmelo Abela,Malta,,male,1003,Centre-left,Labour,1.000,,,15/01/2020,,,,,,,,
17/01/2019,Justyne Caruana,Malta,,female,1003,Centre-left,Labour,1.000,,,09/06/2017,20/01/2020,,,,,,,
17/01/2019,Michael Farrugia,Malta,,male,1003,Centre-left,Labour,1.000,,,15/01/2020,,,,,,,,
17/01/2019,Owen Bonnici,Malta,,male,1003,Centre-left,Labour,1.000,,,15/01/2020,,,,,,,,
17/01/2019,Helena Dalli,Malta,,female,1003,Centre-left,Labour,1.000,,,09/06/2017,24/07/2019,01/12/2019,,,,,,
17/01/2019,Konrad Mizzi,Malta,,male,1003,Centre-left,Labour,1.000,,,09/06/2017,26/11/2019,,,,,,,
17/01/2019,Ian Borg ,Malta,,male,1003,Centre-left,Labour,1.000,,,09/06/2017,,,,,,,,
27/11/2020,Robert Abela,Malta,,male,1003,Centre-left,Labour,1.000,,,13/01/2020,,,,,Labour (12.01.2020),,,
27/11/2020,Silvio Schembri,Malta,,male,1003,Centre-left,Labour,1.000,,,15/01/2020,,,,,,,,
27/11/2020,Aaron Farrugia,Malta,,male,1003,Centre-left,Labour,1.000,,,15/01/2020,,,,,,,,
27/11/2020,Clint Camilleri,Malta,,male,1003,Centre-left,Labour,1.000,,,20/01/2020,,,,,,,,
27/11/2020,Byron Camilleri,Malta,,male,1003,Centre-left,Labour,1.000,,,15/01/2020,,,,,,,,
27/11/2020,Edward Zammit Lewis,Malta,,male,1003,Centre-left,Labour,1.000,,,15/01/2020,,,,,,,,
27/11/2020,Julia Farrugia Portelli,Malta,,female,1003,Centre-left,Labour,1.000,,,15/01/2020,,,,,,,,
27/11/2020,Roderick Galdes,Malta,,male,1003,Centre-left,Labour,1.000,,,15/01/2020,,,,,,,,
27/11/2020,Anton Refalo,Malta,,male,1003,Centre-left,Labour,1.000,,,21/01/2020,,,,,,,,
27/11/2020,Stefan Zrinzo Azzopardi,Malta,,male,1003,Centre-left,Labour,1.000,,,15/01/2020,,,,,,,,
27/11/2020,Clayton Bartolo,Malta,,male,1003,Centre-left,Labour,1.000,,,15/01/2020,,,,,,,,
27/11/2020,Clifton Grima,Malta,,male,1003,Centre-left,Labour,1.000,,,09/06/2017,,,,,,,,
27/11/2020,Chris Agius,Malta,,male,1003,Centre-left,Labour,1.000,,,15/01/2020,,,,,,,,
27/11/2020,Silvio Parnis,Malta,,male,1003,Centre-left,Labour,1.000,,,15/01/2020,,,,,,,,
27/11/2020,Rosianne Cutajar,Malta,,female,1003,Centre-left,Labour,1.000,,,15/01/2020,,,,,,,,
27/11/2020,Deo Debattista,Malta,,male,1003,Centre-left,Labour,1.000,,,15/01/2020,,,,,,,,
27/11/2020,Alex Muscat,Malta,,male,1003,Centre-left,Labour,1.000,,,15/01/2020,,,,,,,,
17/01/2019,Adrian Delia,Malta,,male,984,Centre-right,PN,0.000,,,17/09/2017,03/10/2020,,,,,,,
17/01/2019,Godfrey Farrugia,Malta,,male,2759,Centre to centre-left,PD,0.000,,,13/10/2018,22/09/2019,,,,PN,,,
27/11/2020,Simon Busuttil,Malta,,male,984,Centre-right,PN,0.000,,,08/05/2013,15/09/2017,,,,,,,
27/11/2020,Bernard Grech,Malta,,male,984,Centre-right,PN,0.000,,,03/10/2020,,,,,,,,
17/01/2019,Mark Rutte,Netherlands,,male,1409,Centre-right,VVD,1.000,,,14/10/2010,,,,VVD,VVD (31.05.2006),,,
17/01/2019,Hugo de Jonge,Netherlands,,male,235,Centre to centre-right,CDA,1.000,,,26/10/2017,,,,,CDA (15.07.2020),,,
17/01/2019,Kajsa Ollongren,Netherlands,,female,345,Centre,D66,1.000,,,26/10/2017,,,,,,,,
17/01/2019,Carola Schouten,Netherlands,,female,1206,Centre,CU,1.000,,,26/10/2017,,,,,,,,
17/01/2019,Stef Blok,Netherlands,,male,1409,Centre-right,VVD,1.000,,,07/03/2018,,,,,,,,
17/01/2019,Sigrid Kaag,Netherlands,,female,345,Centre,D66,1.000,,,26/10/2017,,,,,,,,
17/01/2019,Ferdinand Grapperhaus,Netherlands,,male,235,Centre to centre-right,CDA,1.000,,,26/10/2017,,,,,,,,
17/01/2019,Sander Dekker,Netherlands,,male,1409,Centre-right,VVD,1.000,,,26/10/2017,,,,,,,,
17/01/2019,Ingrid van Engelshoven,Netherlands,,female,345,Centre,D66,1.000,,,26/10/2017,,,,,,,,
17/01/2019,Arie Slob,Netherlands,,male,1206,Centre,CU,1.000,,,26/10/2017,,,,,,,,
17/01/2019,Wopke Hoekstra,Netherlands,,male,235,Centre to centre-right,CDA,1.000,,,26/10/2017,,,,,,,,
17/01/2019,Ank Bijleveld,Netherlands,,female,235,Centre to centre-right,CDA,1.000,,,26/10/2017,,,,,,,,
17/01/2019,Cora van Nieuwenhuizen,Netherlands,,female,1409,Centre-right,VVD,1.000,,,26/10/2017,,,,,,,,
17/01/2019,Eric Wiebes,Netherlands,,male,1409,Centre-right,VVD,1.000,,,26/10/2017,,,,,,,,
17/01/2019,Wouter Koolmees,Netherlands,,male,345,Centre,D66,1.000,,,26/10/2017,,,,,,,,
17/01/2019,Bruno Bruins,Netherlands,,male,1409,Centre-right,VVD,1.000,,,26/10/2017,19/03/2020,,,,,,,
17/01/2019,Mark Harbers,Netherlands,,male,1409,Centre-right,VVD,1.000,,,26/10/2017,21/05/2019,,,,,,,
17/01/2019,Raymond Knops,Netherlands,,male,235,Centre to centre-right,CDA,1.000,,,26/10/2017,,,,,,,,
17/01/2019,Menno Snel,Netherlands,,male,345,Centre,D66,1.000,,,26/10/2017,18/12/2019,,,,,,,
17/01/2019,Barbara Visser,Netherlands,,female,1409,Centre-right,VVD,1.000,,,26/10/2017,,,,,,,,
17/01/2019,Stientje van Veldhoven,Netherlands,,female,345,Centre,D66,1.000,,,26/10/2017,01/11/2019,,,,,,,
17/01/2019,Mona Keijzer,Netherlands,,female,235,Centre to centre-right,CDA,1.000,,,26/10/2017,,,,,,,,
17/01/2019,Tamara van Ark,Netherlands,,female,1409,Centre-right,VVD,1.000,,,26/10/2017,09/07/2020,,,,,,,
17/01/2019,Paul Blokhuis,Netherlands,,male,1206,Centre,CU,1.000,,,26/10/2017,,,,,,,,
27/11/2020,Martin van Rijn,Netherlands,,male,674,,Independent,0.000,,,23/09/2020,,,,,,,,
27/11/2020,Ankie Broekers-Knol,Netherlands,,female,1409,Centre-right,VVD,1.000,,,11/07/2019,,,,,,,,
27/11/2020,Hans Vijlbrief,Netherlands,,male,345,Centre,D66,1.000,,,29/01/2020,,,,,,,,
27/11/2020,Alexandra van Huffelen,Netherlands,,female,345,Centre,D66,1.000,,,29/01/2020,,,,,,,,
27/11/2020,Bas van´t Wout,Netherlands,,male,1409,Centre-right,VVD,1.000,,,09/07/2020,,,,,,,,
17/01/2019,Geert Wilders,Netherlands,,male,1501,Right-wing to far-right,PVV,0.000,,,22/02/2006,,,,,PVV,,,
17/01/2019,Marjolein Faber,Netherlands,,male,1501,Right-wing to far-right,PVV,0.000,,,10/06/2014,,,,,PVV,,,
17/01/2019,Lodewijk Asscher,Netherlands,,male,742,Centre-left,PVDA,0.000,,,09/12/2016,,,,,PVDA,,,
17/01/2019,Esther-Mirjam Sent,Netherlands,,female,742,Centre-left,PVDA,0.000,,,04/09/2018,,,,,PVDA,,,
17/01/2019,Nelleke Vedelaar,Netherlands,,female,742,Centre-left,PVDA,0.000,,,07/10/2017,,,,,PVDA,,,
17/01/2019,Klaas Dijkhoff,Netherlands,,male,1409,Centre-right,VVD,1.000,,,26/10/2017,,,,,VVD,,,
17/01/2019,Annemarie Jorritsma,Netherlands,,female,1409,Centre-right,VVD,1.000,,,25/11/2015,,,,,VVD,,,
17/01/2019,Anne-Marie Spierings,Netherlands,,female,345,Centre,D66,1.000,,,06/10/2018,,,,,D66,,,
17/01/2019,Rob Jetten,Netherlands,,male,345,Centre,D66,1.000,,,09/10/2018,,,,,D66,,,
17/01/2019,Hans Engels,Netherlands,,male,345,Centre,D66,1.000,,,26/06/2018,,,,,D66,,,
17/01/2019,Kees van der Staaij,Netherlands,,male,1251,Right-wing,SGP,0.000,,,27/03/2010,,,,,SGP,,,
17/01/2019,Peter Schalk,Netherlands,,male,1251,Right-wing,SGP,0.000,,,09/06/2015,,,,,SGP,,,
17/01/2019,Adri van Heteren,Netherlands,,male,1251,Right-wing,SGP,0.000,,,28/02/2004,,,,,SGP,,,
17/01/2019,Sybrand van Haersma Buma,Netherlands,,male,235,Centre to centre-right,CDA,1.000,,,30/06/2012,22/05/2019,,,,CDA,,,
17/01/2019,Elco Brinkman,Netherlands,,male,235,Centre to centre-right,CDA,1.000,,,29/01/1994,16/08/1994,,,,CDA,,,
17/01/2019,Jesse Klaver,Netherlands,,female,756,Centre-left to left-wing,GL,0.000,,,12/05/2015,,,,,GL,,,
17/01/2019,Tineke Strik,Netherlands,,female,756,Centre-left to left-wing,GL,0.000,,,09/06/2015,02/07/2019,,,,GL,,,
17/01/2019,Lilian Marijnissen,Netherlands,,female,357,Left-wing,SPN,0.000,,,13/12/2017,,,,,PVD,,,
17/01/2019,Tiny Kox,Netherlands,,male,357,Left-wing,SPN,0.000,,,10/06/2003,,,,,SPN,,,
17/01/2019,Marianne Thieme,Netherlands,,female,990,Left-wing,PVDD,0.000,,,28/10/2002,08/10/2019,,,,PVD,,,
17/01/2019,Niko Koffeman,Netherlands,,male,990,Left-wing,PVDD,0.000,,,12/06/2007,,,,,PVD,,,
17/01/2019,Luuk Folkerts,Netherlands,,male,990,Left-wing,PVDD,0.000,,,28/11/2010,,,,,PVD,,,
17/01/2019,Gert-Jan Segers,Netherlands,,male,1206,Centre,CU,1.000,,,10/11/2015,,,,,CU,,,
17/01/2019,Roel Kuiper,Netherlands,,male,1206,Centre,CU,1.000,,,07/06/2011,11/06/2019,,,,CU,,,
17/01/2019,Piet Adema,Netherlands,,male,1206,Centre,CU,1.000,,,13/04/2013,,,,,CU,,,
17/01/2019,Tunahan Kuzu,Netherlands,,male,2641,Centre-left to left-wing,DENK,0.000,,,09/02/2015,21/03/2020,,,,DENK,,,
17/01/2019,Farid Azarkan,Netherlands,,male,2641,Centre-left to left-wing,DENK,0.000,,,21/03/2020,,,,,DENK,,,
17/01/2019,Selçuk Öztürk,Netherlands,,male,2641,Centre-left to left-wing,DENK,0.000,,,13/11/2014,,,,,DENK,,,
17/01/2019,Henk Krol,Netherlands,,male,2109,Centre,50plus,0.000,,,06/05/2020,08/08/2020,,,,50plus,,,
17/01/2019,Jan Nagel,Netherlands,,male,2109,Centre,50plus,0.000,,,07/06/2011,11/06/2019,,,,50plus,,,
17/01/2019,Geert Dales,Netherlands,,male,2109,Centre,50plus,0.000,,,01/01/2018,26/04/2020,,,,50plus,,,
17/01/2019,Thierry Baudet,Netherlands,,male,2642,Right-wing to far-right,FVD,0.000,,,22/09/2016,,,,,FVD,,,
27/11/2020,Esther Ouwehand,Netherlands,,female,990,Left-wing,PVDD,0.000,,,08/10/2019,,,,,PVD,,,
17/01/2019,Mateusz Morawiecki,Poland,,male,528,Right-wing,PiS,1.000,,,11/12/2017,,,,PiS,,,,
17/01/2019,Piotr Gliński,Poland,,male,528,Right-wing,PiS,1.000,,,11/12/2017,,,,,,,,
17/01/2019,Jarosław Gowin,Poland,,male,2331,Centre-right to right-wing,PR,1.000,,,11/12/2017,09/04/2020,,,,,,,
17/01/2019,Beata Szydło,Poland,,female,528,Right-wing,PiS,1.000,,,11/12/2017,04/06/2019,,,,,,,
17/01/2019,Andrzej Adamczyk,Poland,,male,528,Right-wing,PiS,1.000,,,11/12/2017,,,,,,,,
17/01/2019,Witold Bańka,Poland,,male,528,Right-wing,PiS,1.000,,,11/12/2017,15/11/2019,,,,,,,
17/01/2019,Mariusz Błaszczak,Poland,,male,528,Right-wing,PiS,1.000,,,11/12/2017,09/01/2018,,,,,,,
17/01/2019,Marek Gróbarczyk,Poland,,male,528,Right-wing,PiS,1.000,,,11/12/2017,06/10/2020,,,,,,,
17/01/2019,Mariusz Kamiński,Poland,,male,528,Right-wing,PiS,1.000,,,11/12/2017,15/11/2019,,,,,,,
17/01/2019,Beata Kempa,Poland,,female,528,Right-wing,PiS,1.000,,,11/12/2017,04/06/2019,,,,,,,
17/01/2019,Henryk Kowalczyk,Poland,,male,528,Right-wing,PiS,1.000,,,09/01/2018,15/11/2019,,,,,,,
17/01/2019,Elżbieta Rafalska,Poland,,female,528,Right-wing,PiS,1.000,,,11/12/2017,04/06/2019,,,,,,,
17/01/2019,Krzysztof Tchórzewski,Poland,,male,528,Right-wing,PiS,1.000,,,11/12/2017,15/11/2019,,,,,,,
17/01/2019,Anna Zalewska,Poland,,female,528,Right-wing,PiS,1.000,,,11/12/2017,04/06/2019,,,,,,,
17/01/2019,Zbigniew Ziobro,Poland,,male,2372,Right-wing to far-right,SP,1.000,,,11/12/2017,,,,,,,,
17/01/2019,Joachim Brudziński,Poland,,male,528,Right-wing,PiS,1.000,,,09/01/2018,04/06/2019,,,,,,,
17/01/2019,Jacek Czaputowicz,Poland,,male,528,Right-wing,PiS,1.000,,,09/01/2018,15/11/2019,,,,,,,
17/01/2019,Teresa Czerwińska,Poland,,female,528,Right-wing,PiS,1.000,,,09/01/2018,04/06/2019,,,,,,,
17/01/2019,Jadwiga Emilewicz,Poland,,female,2331,Centre-right to right-wing,PR,1.000,,,09/01/2018,06/10/2020,,,,,,,
17/01/2019,Jerzy Kwieciński,Poland,,male,528,Right-wing,PiS,1.000,,,09/01/2018,15/11/2019,,,,,,,
17/01/2019,Łukasz Szumowsk,Poland,,male,1011,,Independent,,,,09/01/2018,15/11/2019,,,,,,,
17/01/2019,Jan Krzysztof Ardanowski,Poland,,male,528,Right-wing,PiS,1.000,,,09/01/2018,06/10/2020,,,,,,,
17/01/2019,Marek Zagórski,Poland,,male,528,Right-wing,PiS,1.000,,,17/04/2018,15/11/2019,,,,,,,
27/11/2020,Wojciech Murdzek,Poland,,male,2331,Centre-right to right-wing,PR,1.000,,,16/04/2020,19/10/2020,,,,,,,
27/11/2020,Przemyslaw Czarnek,Poland,,male,528,Right-wing,PiS,1.000,,,19/10/2020,,,,,,,,
27/11/2020,Jacek Sasin,Poland,,male,528,Right-wing,PiS,1.000,,,19/11/2019,,,,,,,,
27/11/2020,Jaroslaw Kaczynski,Poland,,male,528,Right-wing,PiS,1.000,,,06/10/2020,,,,,,,,
27/11/2020,Grzegorz Puda,Poland,,male,528,Right-wing,PiS,1.000,,,06/10/2020,,,,,,,,
27/11/2020,Mariusz Błaszczak,Poland,,male,528,Right-wing,PiS,1.000,,,15/11/2019,,,,,,,,
27/11/2020,Jacek Czaputowicz,Poland,,male,1011,,Independent,,,,15/11/2019,20/08/2020,,,,,,,
27/11/2020,Zbigniew Rau,Poland,,male,1011,,Independent,,,,15/11/2019,20/08/2020,,,,,,,
27/11/2020,Michal Dworczyk,Poland,,male,528,Right-wing,PiS,1.000,,,15/11/2019,,,,,,,,
27/11/2020,Malgorzata Jarosinska-Jedynak,Poland,,male,1011,,Independent,,,,15/11/2019,06/10/2020,,,,,,,
27/11/2020,Marusz Kaminski,Poland,,male,528,Right-wing,PiS,1.000,,,15/11/2019,,,,,,,,
27/11/2020,Tadeusz Kościński,Poland,,male,1011,,Independent,,,,15/11/2019,,,,,,,,
27/11/2020,Michal Kurtyka,Poland,,male,1011,,Independent,,,,15/11/2019,,,,,,,,
27/11/2020,Marlena Malag,Poland,,female,528,Right-wing,PiS,1.000,,,15/11/2019,,,,,,,,
27/11/2020,Darius Piontkowski,Poland,,male,528,Right-wing,PiS,1.000,,,15/11/2019,19/10/2020,,,,,,,
27/11/2020,Lukasz Schreiber,Poland,,male,528,Right-wing,PiS,1.000,,,15/11/2019,,,,,,,,
27/11/2020,Michal Wójcik,Poland,,male,2372,Right-wing to far-right,SP,1.000,,,06/10/2020,,,,,,,,
27/11/2020,Michal Cieślak,Poland,,male,2331,Centre-right to right-wing,PR,1.000,,,06/10/2020,,,,,,,,
27/11/2020,Łukasz Szumowski,Poland,,male,1011,,Independent,,,,15/11/2019,19/08/2020,,,,,,,
27/11/2020,Adam Niedzielski,Poland,,male,1011,,Independent,,,,19/08/2020,,,,,,,,
27/11/2020,Konrad Szymański,Poland,,male,528,Right-wing,PiS,1.000,,,15/11/2019,,,,,,,,
27/11/2020,Michal Woś,Poland,,male,2372,Right-wing to far-right,SP,1.000,,,15/11/2019,06/10/2020,,,,,,,
27/11/2020,Marek Zagórski,Poland,,male,528,Right-wing,PiS,1.000,,,15/11/2019,,,,,,,,
27/11/2020,Danuta Dmowska-Andrzejuk,Poland,,female,1011,,Independent,,,,05/12/2019,06/10/2020,,,,,,,
27/11/2020,Krzysztof Kubow,Poland,,male,528,Right-wing,PiS,1.000,,,06/08/2019,,,,,,,,
27/11/2020,Piotr Müller,Poland,,male,528,Right-wing,PiS,1.000,,,21/11/2019,,,,,,,,
27/11/2020,Pawel Szrot,Poland,,male,528,Right-wing,PiS,1.000,,,21/11/2019,,,,,,,,
27/11/2020,Maciej Wasik,Poland,,male,528,Right-wing,PiS,1.000,,,21/11/2019,,,,,,,,
27/11/2020,Tomas Dalek,Poland,,male,528,Right-wing,PiS,1.000,,,26/11/2019,,,,,,,,
27/11/2020,Ireneusz Zyska,Poland,,male,528,Right-wing,PiS,1.000,,,27/11/2019,,,,,,,,
27/11/2020,Adam Guibourgé-Czetwerynski,Poland,,male,1011,,Independent,,,,27/11/2019,,,,,,,,
27/11/2020,Paweł Jabłoński,Poland,,male,528,Right-wing,PiS,1.000,,,27/11/2019,,,,,,,,
27/11/2020,Marcin Horala,Poland,,male,528,Right-wing,PiS,1.000,,,28/11/2019,,,,,,,,
27/11/2020,Jan Sarnowski,Poland,,male,528,Right-wing,PiS,1.000,,,28/11/2019,,,,,,,,
27/11/2020,Artur Soboń ,Poland,,male,528,Right-wing,PiS,1.000,,,01/12/2019,,,,,,,,
27/11/2020,Waldemar Buda,Poland,,male,528,Right-wing,PiS,1.000,,,01/11/2019,,,,,,,,
27/11/2020,Marcin Ociepa,Poland,,male,2372,Right-wing to far-right,SP,1.000,,,01/11/2019,,,,,,,,
27/11/2020,Marek Nieduzak,Poland,,male,528,Right-wing,PiS,1.000,,,01/11/2019,,,,,,,,
27/11/2020,Adam Gaweda,Poland,,male,528,Right-wing,PiS,1.000,,,01/11/2019,,,,,,,,
27/11/2020,Krzysztof Kubow,Poland,,male,528,Right-wing,PiS,1.000,,,01/11/2019,,,,,,,,
27/11/2020,Tadeusz Skobel ,Poland,,male,528,Right-wing,PiS,1.000,,,01/11/2019,,,,,,,,
27/11/2020,Tomasz Dąbrowski,Poland,,male,528,Right-wing,PiS,1.000,,,01/11/2019,,,,,,,,
27/11/2020,Małgorzata Golińska,Poland,,male,528,Right-wing,PiS,1.000,,,01/11/2019,,,,,,,,
27/11/2020,Piotr Dziadzio ,Poland,,male,528,Right-wing,PiS,1.000,,,01/11/2019,,,,,,,,
27/11/2020,Sławomir Mazurek ,Poland,,male,528,Right-wing,PiS,1.000,,,01/11/2019,,,,,,,,
27/11/2020,Anna Krupka,Poland,,female,528,Right-wing,PiS,1.000,,,01/11/2019,,,,,,,,
27/11/2020,Barbara Socha,Poland,,female,528,Right-wing,PiS,1.000,,,03/12/2019,,,,,,,,
27/11/2020,Adam Gawęda ,Poland,,male,528,Right-wing,PiS,1.000,,,05/12/2019,,,,,,,,
27/11/2020,Krzysztof Mazur,Poland,,male,2372,Right-wing to far-right,SP,1.000,,,05/12/2019,,,,,,,,
27/11/2020,Robert Krzysztof Nowicki,Poland,,male,2331,Centre-right to right-wing,PO,1.000,,,05/12/2019,,,,,,,,
27/11/2020,Anna Budzanowska,Poland,,female,528,Right-wing,PiS,1.000,,,10/12/2019,,,,,,,,
27/11/2020,Janusz Kowalski,Poland,,male,2372,Right-wing to far-right,SP,1.000,,,12/12/2019,,,,,,,,
27/11/2020,Zbigniew Gryglas,Poland,,male,NA,Centre-right to right-wing,PR,0.000,,,12/12/2019,,,,,,,,
27/11/2020,Marcin Warchol,Poland,,male,2372,Right-wing to far-right,SP,1.000,,,17/12/2019,,,,,,,,
27/11/2020,Grzegorz Warchol,Poland,,male,528,Right-wing,PiS,1.000,,,17/12/2019,,,,,,,,
27/11/2020,Jan Dziedziczak ,Poland,,male,528,Right-wing,PiS,1.000,,,19/12/2019,,,,,,,,
27/11/2020,Ryszard Kamiński ,Poland,,male,528,Right-wing,PiS,1.000,,,19/12/2019,,,,,,,,
27/11/2020,Olga Semeniuk,Poland,,female,528,Right-wing,PiS,1.000,,,02/01/2020,,,,,,,,
27/11/2020,Andrzej Gut-Mostowy,Poland,,male,512,Centre to centre-right,PO,0.000,,,03/01/2020,,,,,,,,
27/11/2020,Jarosław Wenderlich,Poland,,male,528,Right-wing,PiS,1.000,,,03/01/2020,,,,,,,,
27/11/2020,Iwona Michałek ,Poland,,male,512,Centre to centre-right,PO,0.000,,,07/01/2020,,,,,,,,
27/11/2020,Paweł Wdówik ,Poland,,male,528,Right-wing,PiS,1.000,,,07/01/2020,,,,,,,,
27/11/2020,Alina Nowak,Poland,,female,2372,Right-wing to far-right,SP,1.000,,,07/01/2020,,,,,,,,
27/11/2020,Grzegorz Puda,Poland,,male,528,Right-wing,PiS,1.000,,,14/01/2020,,,,,,,,
27/11/2020,Sebastian Chwalek,Poland,,male,528,Right-wing,PiS,1.000,,,27/01/2020,,,,,,,,
27/11/2020,Jan Białkowski,Poland,,male,528,Right-wing,PiS,1.000,,,28/01/2020,,,,,,,,
27/11/2020,Jacek Ozdoby,Poland,,male,2372,Right-wing to far-right,SP,1.000,,,29/01/2020,,,,,,,,
27/11/2020,Ireneusz Zyska,Poland,,male,528,Right-wing,PiS,1.000,,,29/01/2020,,,,,,,,
27/11/2020,Magdalena Rzeczkowska ,Poland,,female,528,Right-wing,PiS,1.000,,,03/03/2020,,,,,,,,
27/11/2020,Bartosz Grodecki,Poland,,male,528,Right-wing,PiS,1.000,,,03/03/2020,,,,,,,,
27/11/2020,Anna Schmidt-Rodziewicz,Poland,,female,528,Right-wing,PiS,1.000,,,05/03/2020,,,,,,,,
27/11/2020,Wojciech Murdzek ,Poland,,male,512,Centre to centre-right,PO,0.000,,,16/04/2020,,,,,,,,
27/11/2020,Anna Chalupa,Poland,,female,528,Right-wing,PiS,1.000,,,16/04/2020,,,,,,,,
27/11/2020,Piotr Patkowski,Poland,,male,528,Right-wing,PiS,1.000,,,16/04/2020,,,,,,,,
27/11/2020,Małgorzata Golińska,Poland,,female,528,Right-wing,PiS,1.000,,,14/05/2020,,,,,,,,
27/11/2020,Sebastian Skuza,Poland,,male,528,Right-wing,PiS,1.000,,,01/06/2020,,,,,,,,
27/11/2020,Andrzej Śliwka,Poland,,male,528,Right-wing,PiS,1.000,,,17/06/2020,,,,,,,,
27/11/2020,Piotr Mazurek,Poland,,male,528,Right-wing,PiS,1.000,,,23/09/2020,,,,,,,,
27/11/2020,Edward Siarka,Poland,,male,2372,Right-wing to far-right,SP,1.000,,,03/10/2020,,,,,,,,
17/01/2019,Jarosław Kaczyński,Poland,,male,528,Right-wing,PIS,1.000,,,18/01/2003,,,,,PIS,,,
